0,1,2,3,4,5,6,7,8,9,10,11,12
96568463,109,생각하라 그리고 부자가 되어라,나폴레온 힐 저/빌 하틀리 편/이한이 역,반니,2021-01-05,18000,16200,자기계발,성공학/경력관리,,,"“Think and Grow Rich!”성공철학 역사상 가장 많은 사람을 변화시킨성공철학서의 걸작, ‘21세기 업그레이드 에디션’ 탄생!전 세계 1억 2천만 부 누적 판매!나폴레온 힐 최고의 책!최초로 부자의 마인드셋을 정리한 나폴레온 힐의 저서, 《생각하라 그리고 부자가 되어라(Think and Grow Rich)》가 21세기 에디션으로 새롭게 탄생했다. 당대의 자수성가한 부자 507명을 인터뷰해 그들의 성공 비결을 정리한 이 책은, 출간된 해에 100만 부 이상 팔리면서 성공철학서의 신화를 쓰기 시작했다. 지금까지 다양한 판본으로 전 세계 1억 2천만 부가 팔렸고, 역사상 가장 많은 사람들을 변화시킨 성공철학서의 걸작으로 평가받는다.   이 책은 나폴레온 힐과 19세기 당대 최고의 부자였던 앤드루 카네기의 만남에서 시작되었다. 대학 학비를 벌기 위해 잡지사에서 일하던 나폴레온 힐은 성공한 기업가의 기사를 쓸 목적으로 카네기를 인터뷰하게 된다. 그 만남에서 나폴레온 힐은 인생의 전환점이 될 질문을 카네기로부터 받는다. 보통 사람도 누구나 따라하면 해낼 수 있는 성공의 비밀을 정리해서 널리 알려달라는 것이었다. 수십 년이 걸릴 지도 모른다는 단서와 함께. 이 제안을 받아들이는데 29초밖에 걸리지 않았다고 나폴레온 힐은 책에서 밝히고 있다.심리적인 측면에서 부자의 마인드셋을 체계적으로 정리한 책은 이 책이 최초였다. 책에서 강조하는 자기암시의 원칙 등은 최신 뇌과학 연구에서 매우 효과적이라고 밝혀진 것처럼 선구적인 것이었다. 성공과 부를 이루는 데 마음가짐이 얼마나 큰 역할을 하는지 이토록 풍부한 자료와 함께, 구체적인 실천 방법을 기술한 책은 없었다. 출간 후 80년 넘게 최장기 스테디셀러를 이어오고 있는 이 책의 성공 이후, 현대의 자기계발 작가 중에 그 주제와 내용에 영향을 받지 않은 사람은 아무도 없다고 해도 과언이 아니다. 이번에 출간한 《생각하라 그리고 부자가 되어라》 21세기 에디션은 편저자의 해설을 덧붙이면서 현대에 맞는 사례를 보강하고, 나폴레온 힐의 여러 저작물에서 핵심적인 내용을 선별해 추가했다. 나폴레온 힐이 평생을 통해 알리려 했던 성공철학의 정수를 더 깊게 이해할 수 있을 뿐 아니라, 분권되어 국내에 출간된 기존 도서가 놓친 오리지널 도서의 감동도 함께 느낄 수 있을 것이다."
108920694,110,브라질에 비가 내리면 스타벅스 주식을 사라,피터 나바로 저/이창식 역,에프엔미디어,2022-04-25,18000,16200,경제 경영,투자/재테크,경제 경영,투자/재테크,"‘숲(경제 흐름)과 나무(종목)’를 함께 보라!전쟁, 전염병, 기후, 금리, 환율, 인플레이션…거시경제 지표를 이해하면 변동성은 기회다!미국 중앙은행이 갑자기 기준금리를 올리면 왜 유럽과 아시아의 주식시장이 충격을 받을까? 석유수출국기구가 대규모 감산을 결정하면 중국과 한국의 물가와 에너지 섹터 주가에 어떤 영향을 미칠까? 이 책은 이 같은 거시경제 변수가 주식시장과 어떻게 연계되는지 설명하고, 이를 활용해 투자 성과를 높이고 리스크도 관리하는 구체적인 방법을 알려준다. 핵심 경제 지표와 활용법을 명쾌하게 정리한 ‘매크로(macro) 투자의 고전’으로 널리 알려진 책이다.1부에서는 경제의 큰 판을 움직이는 거시적 파동, 재정과 통화 정책 등 매크로 투자의 기초를 다진다. 2부는 매크로 투자의 중요한 원칙, 업종의 중요성, 자금 보호와 리스크 조정 방법을 설명하고 매크로 투자에 성공하기 위한 체크리스트를 제공한다. 3부는 매크로 투자의 ‘실전 매뉴얼’이다. 인플레이션과 불경기, 생산성과 같은 각각의 특정 파동이 주식시장의 여러 업종에 미치는 영향을 자세하게 분석한다. 또 주식시장 사이클에 따른 ‘업종별 순환매 전략’도 제시해 상승장이든 하락장이든 성공적인 포트폴리오를 구성할 수 있게 도와준다. 저자 피터 나바로는 하버드대에서 경제학 박사 학위를 받고 캘리포니아대 어바인캠퍼스 경영대학원에서 경제와 공공복지를 가르쳤으며 이후 미국 무역·제조업정책국 국장을 지내는 등 이론과 실무를 섭렵한 석학. 심층 분석에 구체적 사례를 더해 거시경제적 시각을 투자에 적용하는 방법을 완벽하게 정리한 인물로 유명하다. 데이 트레이더부터 장기 투자자까지, 가치투자자에서 성장주 투자자까지, 어떤 투자 유형이든 매크로 투자를 적용해 주식시장의 변동성을 기회로 삼아보자."
57799398,111,회색 인간,김동식 저,요다,2017-12-27,13000,11700,소설/시/희곡,한국소설,,,"2017년, 독자들이 발굴하여 등단한 김동식 소설가의 데뷔작 『회색 인간』 100쇄 기념 에디션. 100쇄를 기념해 독자들이 보내온 축전 가운데 50인의 글을 모아 부록에 실었다. 독서와 거리를 두었던 학생들, 새로운 화법의 소설에 목말라했던 문학 애호가들이 보내온 축전에서 드러나듯 이 작품은 7년이 지난 현재까지도 전 세대의 독자에게 꾸준한 사랑을 받으며 스테디셀러에 자리하고 있다.오리지널 표지가 표제작의 주요 배경인 ‘지저 세계’를 표현했다면, 이번 특별판은 이야기의 결말을 '빛'으로 해석하여 새로운 장정으로 디자인했다. 참혹한 현실에서도 예술이 인간의 내면에 어떤 빛을 비추는지를 보여주는 「회색 인간」처럼, 이 작품집에 담긴 스물네 편의 이야기가 계속해서 독자들의 삶에 다양한 갈래의 희망으로 다가가길 바라본다."
84659792,112,지적 대화를 위한 넓고 얕은 지식 제로,채사장 저,웨일북,2019-12-24,19800,17820,인문,인문/교양,,,"“이 책은 당신 삶의 가장 앞에 위치해야 한다. 이 책은 모든 지식의 목차에 해당한다.”  지식을 알고 싶으면 선(先)지식이 필요하다!지금까지 그리고 앞으로도 끊임없이 얻어야 하는 모든 지식을 위해,당신의 가장 밑바탕에 마련해야 하는 지식 인문 분야 국내 작가로는 드물게 200만 부라는 더블 밀리언셀러를 기록한 작가, 출간하는 책마다 화제를 불러일으키며 베스트셀러를 달성한 작가, 강연마다 청중이 꽉 들어차고 끝난 지 2년 넘은 팟캐스트가 아직도 상위권을 달리며 많은 사람이 기다려온 작가. 채사장이 5년 만에 『지적 대화를 위한 넓고 얕은 지식』 신작으로 돌아왔다. 작가 특유의 유머와 필력으로 어려운 것을 쉽게 설명하고 지루한 것을 재밌게 정리하는 기술은 여전하다. 다만 이전 시리즈에서 그의 현실 감각이 빛을 발했다면, 이번 책에서는 오랜 기간의 사유와 통찰이 유감없이 발휘된다.  현대인은 여러 블랙미러를 통해 하루에도 수많은 지식과 접한다. 그런데 이런 파편적인 지식들은 대부분 금세 휘발되고, 삶에 자리 잡지 못한다. 왜일까? 그것은 이 지식들을 이해하기 위한 지식의 배경이 약하기 때문이다. 지식의 종류는 많겠지만, 어떤 지식을 알려면 꼭 필요한 선(先)지식이 있다. 이것은 나와 세계를 이해하게 하고, 개인의 관점과 세계관을 형성해주며, 일상에서 파생되는 지식들을 주체적으로 이해하게 한다. 이번 책 [제로] 편은 당신이 진정한 지적 대화를 하고 싶다면 제일 먼저 접해야 하는 가장 근본 지식을 담았다. 이 책이야말로 지식의 궁극적인 목표를 이루게 할 것이다. 나와 삶을 ‘나아지게’ 하는 바로 그 목표 말이다."
101682634,113,잘했고 잘하고 있고 잘 될 것이다 (스페셜 리미티드 에디션),정영욱 저,부크럼,2022-10-28,15000,13500,에세이,한국 에세이,,,"130주 연속 에세이 베스트셀러반짝반짝 눈부시게 빛나는 스페셜 리미티드 에디션으로 재탄생1년간 20만 부 이상 판매 기록‘21세기를 위한 10권의 도서’ 선정‘2020 올해의 문장 1위’ 선정독보적 에세이스트 정영욱이 건네는 한 권의 위로2021년 5월 출간 후, 1년간 20만 부 이상의 판매 기록을 세우며 에세이 베스트셀러에 굳건히 자리 잡은 『잘했고 잘하고 있고 잘 될 것이다』가 반짝반짝 찬란한 윤슬을 담아서 스페셜 리미티드 에디션으로 재탄생했다. 『참 애썼다 그것으로 되었다』 『나를 사랑하는 연습』등, 이전 도서를 통해 40만 독자에게 사랑받은 작가 정영욱은 이 책을 통해 변함없이 당신의 과거와 현재, 그리고 미래를 응원한다.“당신 참으로 힘들었겠다. 참 바빴을 테고, 그만큼 허겁지겁 달렸을 테고, 그래서 넘어졌을 테고, 까진 상처에 아팠을 테고, 그리고 다시 일어난대도 아주 지쳐 있을 테지. 아픈 마음 다독일 새 없이 나아가다 쓰린 곳 다시 다쳤을 테지.”정영욱 작가는 말한다. 당신의 힘듦을, 당신의 아픈 상처와 지친 마음을 알고 있다고. 관성처럼 또다시 찾아오는 내일을 맞이하고 싶지 않은 당신이, 이 책을 읽었으면 좋겠다. 지난하고 외로운 오늘을 보낸 당신을, 어느 한 사람이 응원할 것이다. 우리가 우리를 응원할 것이다. 아무것도 묻지 않고, 조건 없이, 이유 없이.당장의 하루가 못 견디게 외롭고 힘들더라도, 당신의 마음을 알아주는 사람이 없는 거 같아서 막막하더라도, 당신이 어떻게든 살아온 매일의 하루는 겹치고 쌓여서 너른 바다처럼 찬란하게 빛날 것이라는 걸 잊지 말자. 설움 없이 자라는 것은 아무것도 없다. 오늘의 당신은 언젠가의 당신을 이룰 밑거름이니, 두려워하지 말고 그저 나아가면 된다. 변함없이 잘 살아내느라 당신 정말 고생 많았다. 그러니 오늘 밤은 이 책을 덮고 잠들어 보자. 지친 당신을 혼자 두고 싶지 않은 마음으로 적어 내려간 문장. “여기 있는 이야기는 나의 이야기이자 당신의 이야기일 것이다.우리 모두는 전혀 다름없는 힘겨움을 붙잡고 살아가는 것이니.하지만 힘들어도 기어코 무너지지 않을 삶들이니.당신, 잘했고, 잘하고 있고, 잘 될 것이다.”"
104074668,114,JLPT(일본어능력시험) 한권으로 끝내기 N3 ,"이치우, 기타지마 치즈코 저",다락원,2021-10-11,27000,24300,국어 외국어 사전,일본어,,,"『2021 JLPT(일본어능력시험) 한권으로 끝내기 N3』은 1998년에 처음 발간되어 큰 호응을 얻었던 『일본어능력시험 한권으로 끝내기 시리즈』의 다섯 번째 개정판으로, 2016년 개정된 JLPT(일본어능력시험) N3의 최신 개정판입니다.  시험에 완벽하게 대응할 수 있도록 실제 시험 문제와 같은 형식인 1교시 언어지식(문자·어휘·문법)·독해, 2교시 청해 순으로 구성되었습니다. 이번 개정판에서는 2010년부터 2021년까지 실제 시험에서 출제된 어휘와 문법을 연도별로 실었으며, 문제 유형을 철저히 분석?반영하여 「JLPT(일본어능력시험) N3」의 문자·어휘, 문법, 독해, 청해 각 파트를 종합적으로 마스터할 수 있도록 하였습니다. 또한 「JLPT(일본어능력시험) N3」에서 고득점을 받을 수 있도록 각 파트별 총정리는 물론, 확인문제와 예상문제, 실전모의테스트 4회분(별책 2회분+온라인 2회분), 해석 및 해설집, 스피드 체크북, 단어 연습장(PDF)까지 알찬 구성으로 이루어져 있습니다. 듣기음성은 다락원 홈페이지에서 다운로드는 물론, QR코드를 통해 스마트폰으로 바로 듣거나 다운로드 하실 수 있습니다."
104826605,115,영어 필사 100일의 기적 ,퍼포먼스 코치 리아 저,넥서스,2021-11-10,15000,13500,국어 외국어 사전,영어,국어 외국어 사전,영어,"하루 10분 영어 루틴100일 후면 당신의 삶이 변한다.  1. 영어 힐링 메시지를 매일 1장씩 필사한다. 2. 무료로 제공된 원어민 mp3를 출·퇴근 길에 수시로 듣는다.당신은 당신 이야기의 영웅입니다. 당신은 당신 이야기의 영웅입니다. 이 이야기에 악당은 없습니다. 다만 이야기의 영웅은 스스로의 거짓말에 종종 묶여 있곤 합니다. 두려움이 더 이상 두렵지 않을 때, 상처가 더 이상 상처가 되지 않을 때, 어떤 감정도 더 이상 날 묶을 수 없을 때, 영어로는 “unbounded”, 비로소 자유를 누릴 수 있습니다. 아무리 해도 언제나 부족한 쳇바퀴에서 벗어나 당신에게 진정으로 가치 있는 것에 집중하고 만족스러운 삶을 만들어 갈 수 있습니다. 하루 10분, 차근차근 따라가다 보면 당신이 정말 원하는 그것을 찾아낼 수 있을 것입니다."
5278501,116,해리엇,한윤섭 글/서영아 그림,문학동네,2011-06-27,12500,11250,어린이,5-6학년,어린이,어린이 문학,"문학동네어린이문학상 대상작 『봉주르, 뚜르』에 이은 감동과 충격! 극작가이자 연극 연출가인 작가 한윤섭이 선보이는 스케일 큰 동화 동물에 빗대어 인간의 이야기를 하는 우화나 알레고리를 훨씬 넘어서 감동과 충격을 준다. 그것은 역사성의 무게와 지혜로 다음 세대를 묵묵히 감싸는 해리엇과 같은 진정한 어른이 지금의 인간 현실 속에는 없기 때문일 것이다. 그렇기에 이 작품은 아픔과 그리움을 느끼게도 한다._김진경(동화작가, 시인)저자소개글쓴이 한윤섭 서울예술대학에서 극작을, 프랑스 헨느대학교에서 연극을 공부했다. 극작가와 연극 연출가로 활동하고 있으며, 2009년 전국창작희곡공모전에서 대상을 수상했다. 그동안 발표한 희곡 작품으로 『굿모닝 파파』 『만적의 난』 『아! 바그다드』 『엄마! 지구랑 놀아요』 『후궁박빈』 『조용한 식탁』 등이 있다. 쓴 책으로 문학동네어린이문학상 대상 수상작인 『봉주르, 뚜르』가 있다. 그린이 서영아 한국예술종합학교에서 조형예술을 공부했다. 다양한 색깔을 담아 단행본 작업과 개인 작업을 하고 있다. 그린 책으로 『마주 보는 한국사 교실 1』 『마주 보는 세계사 교실 2』 『김정호』 『안녕, 여긴 열대 바다야』 『지도를 따라가요』가 있다."
115081459,117,거의 모든 일상 표현의 영어,"케빈 강, 해나 변 저",사람in,2022-11-01,17000,15300,국어 외국어 사전,영어,국어 외국어 사전,영어,"회화 실력 향상의 첩경은 자신의 일상을 영어로 표현하는 것! 영어회화를 잘하고 싶은 이들에게 우선 필요한 것은 ‘자신의 일상을 영어로 말할 수 있는 능력’입니다. 회화 지문의 대부분이 일상에서 행하는 일의 확장 표현이기 때문입니다. 우리가 일상에서 흔히 하고 경험하는 것들을 영어로 표현할 수 있다면 회화를 좀 더 쉽게 접근할 수 있겠다는 생각에서 [거의 모든 일상 표현의 영어]가 기획되었습니다. 누구나 보편적으로 공감하는 내용에 장기 기억을 돕는 이미지를 더했고, 학습 부담을 줄여 재미는 끌어올렸습니다. 익숙한 것을 영어로 알아가는 즐거움에 뒤의 내용이 궁금해 책을 넘겨 보는 재미가 있는 책, 어휘 표현책의 새로운 기준이 됩니다."
57747725,118,하나님의 열심,박영선 저,무근검(남포교회출판부),2017-12-29,20000,18000,종교,기독교(개신교),,,"《하나님의 열심》은 박영선 목사의 대표작으로 잘 알려진 설교집입니다. 1985년 출간된 이래, 많은 신자들의 ‘인생 책’으로 손꼽히는 이 설교집을 한 세대가 지난 지금 다시 가다듬어 내놓습니다. 젊은 시절, 그는 ‘믿음’이라는 주제를 놓고 집요한 질문과 고민으로 끈질기게 매달렸고 성경을 파헤치는 거침없는 추적 끝에 ‘믿음은 하나님의 열심이 빚어낸 결과’라는 답을 얻게 됩니다.저자가 이 설교를 했던 당시의 한국교회에는 성경 속 인물들을 영웅시하며, 그들처럼 좋은 믿음을 갖자는 구호로 청중을 독려하던 분위기가 만연해 있었습니다. 그런데 의욕과 도전으로 충만한 분위기 이면에는 생각만큼 잘 되지 않는 신앙생활로 많은 신자들의 좌절과 절망이 공존했던 것 역시 부인할 수 없는 현실이었습니다. 부흥기의 부요를 누리고 있으면서도 믿음에 대한 갈증은 해갈되지 않은 괴리를 모두가 공감하고 있었던 것입니다. 이런 정황에서 저자가 내지른 비명에 동감한 청중의 공명은 이 책을 쓰게 된 전제가 됩니다. 이 전제는 오늘날 우리가 공감할 수 있는 전제가 아닐 수 있습니다. 의욕과 열정보다는 회의와 냉소가 팽배한 시대이기 때문입니다. 우리의 틀은 변해 왔고 앞으로도 변해 갈 것입니다. 하지만 우리의 고민과 질문 너머 더 큰 말씀으로 존재하시는 하나님의 일하심의 신비는 오늘도 한결같이 다가올 것입니다. 한 세대를 넘어 우리와 다음 세대에 이 책을 건네주는 의미가 바로 여기에 있습니다. 수많은 신자들의 절망과 좌절에 공감하면서 ‘하나님께 열심’이 아닌 ‘하나님의 열심’으로 답을 얻은 이 책이 지금껏 많은 이들의 신앙에 새로운 전기를 마련해 주었듯, 우리와 우리 자손에게도 하나님의 일하심의 신비를 새롭게 발견하게 해 줄 계기가 될 것입니다.  본 개정판에는 바울이 새롭게 들어가 있으며, 각 인물에 대한 설교 말미에 덧붙여진 글에는 오랜 세월 하나님의 주권만을 역설(力說)해 온 저자의 깊은 안목이 녹아 있습니다. 일평생 하나님을 편들어 온 설교자 박영선의 단초를 엿볼 수 있는 책입니다. 이 책을 통해 세상과 역사 속에 충일한 하나님의 주권을 발견해 가는 기쁨을 누리시기 바랍니다."
99270986,119,최애의 아이 2 ,아카사카 아카 글/요코야리 멘고 그림,대원,2021-04-13,6000,5400,만화/라이트노벨,로맨스,,,"'이 연예계에서 거짓말은 무기다.'최애 아이돌 호시노 아이의 '자식'으로 환생하고 전생의 기억을 가진 채 '아기 라이프'를 만끽하는 쌍둥이 남매 아쿠아와 루비! 그러나 그 시간도 잠시, 아이는 스토커에게 살해당하고 만다... 시간이 흘러 쌍둥이는 고등학생이 되고 아쿠아는 '복수'를 위해, 루비는 엄마처럼 '빛나기'위해, 저마다 가슴에 뜻을 품고 '연예계'에 도전한다...!"
102687133,120,밝은 밤,최은영 저,문학동네,2021-07-27,15500,13950,소설/시/희곡,한국소설,,,"증조할머니에게서 나로 이어지는 여성 4대의 삶을 담은 소설. 1930년대 황해도에서 백정의 딸로 태어나 모진 세월을 살아낸 증조할머니의 시간은 그를 닮은 나에게 전해져 새 숨을 얻고, 나의 오늘 또한 과거와의 조우를 통해 다시 쓰인다. 부드럽고도 힘있는 문장으로 그린 백 년의 이야기 -소설MD 박형욱                                                    백 년의 시간을 감싸안으며 이어지는 사랑과 숨의 기록 『쇼코의 미소』 『내게 무해한 사람』 최은영 첫 장편소설공감을 불러일으키는 이야기와 서정적이며 사려 깊은 문장, 그리고 그 안에 자리한 뜨거운 문제의식으로 등단 이후 줄곧 폭넓은 독자의 지지와 문학적 조명을 두루 받고 있는 작가 최은영의 첫 장편소설. ‘문화계 프로가 뽑은 차세대 주목할 작가’(동아일보) ‘2016, 2018 소설가들이 뽑은 올해의 소설’(교보문고 주관) ‘독자들이 뽑은 한국문학의 미래가 될 젊은 작가’(예스24) 등 차세대 한국소설을 이끌 작가를 논할 때면 분야를 막론하고 많은 사람들의 머릿속에 가장 선명히 떠오르며 활발한 작품활동을 이어가던 최은영 작가는 2019년, 예정돼 있던 소설 작업을 중단한 채 한차례 숨을 고르며 멈춰 선다. 의욕적으로 소설 작업에 매진하던 작가가 가져야 했던 그 공백은 “다시 쓰는 사람의 세계로 초대받”(‘작가의 말’에서)기까지 보낸 시간이자 소설 속 인물들이 찾아오기를 기다리는 시간이기도 했다. 『밝은 밤』은 그런 작가가 2020년 봄부터 겨울까지 꼬박 일 년 동안 계간 [문학동네]에 연재한 작품을 공들여 다듬은 끝에 선보이는 첫 장편소설로, 「쇼코의 미소」 「한지와 영주」 「모래로 지은 집」 등 긴 호흡으로 이야기를 이끌어가는 중편소설에서 특히 강점을 보여온 작가의 특장이 한껏 발휘된 작품이다. 첫 소설집 『쇼코의 미소』가 출간된 2016년의 한 인터뷰에서 장편 계획을 묻는 질문에 작가는 “엄마나 할머니, 아주 옛날에 이 땅에 살았던 여성들의 이야기를 써보고 싶다는 바람이 있어요”라고 말했던바, 『밝은 밤』은 작가가 오랫동안 마음속에 품어왔던 ‘증조모-할머니-엄마-나’로 이어지는 4대의 삶을 비추며 자연스럽게 백 년의 시간을 관통한다. 증조모에게서 시작되어 ‘나’에게로 이어지는 이야기와 ‘나’에게서 출발해 증조모로 향하며 쓰이는 이야기가 서로를 넘나들며 서서히 그 간격을 메워갈 때, 우리는 사람들의 입을 통해 이야기가 전해진다는 건 서로를 살리고 살아내는 숨이 연쇄되는 과정이기도 하다는 것을, 그리고 그것이 이야기 자체가 가진 본연의 힘이기도 하다는 것을 느끼게 될 것이다. 은은하며 강인한 존재감으로 서서히 주위를 밝게 감싸는 최은영의 소설이 지금 우리에게 도착했다."
99182246,121,직업놀이 스티커북,팝팝진로맵연구소 기획,팝팝북,2021-04-13,6000,5400,어린이,1-2학년,어린이,3-4학년,"인기직업인 18명의 복장과 도구를 완성하는 스티커놀이!!『직업놀이 스티커북』으로 해보는 직업체험은 아이들에게 재미있고 의미 있는 경험이 됩니다. 다양하게 체험한 직업이 꿈으로 이어질 수 있으니까요.이 책은 6~8세 연령의 아이들이 직업체험을 해보기 좋은 책입니다. 직업에 대해 깊이 알기보다는 간단하고 다양하게 탐색해보는 시기이기 때문입니다. 대표 인기 직업인 캐릭터 18명의 옷입히기를 해보면서 하는 일에 대해서도 알아보고 사용하는 도구 이름도 배울 수 있습니다. 캐릭터와 복장, 도구를 섬세하게 표현한 그림은 아이들의 관찰력과 집중력은 물론 눈과 손의 협응력을 키워줍니다."
102281750,122,내가 모르는 사이에,김화요 글/오윤화 그림,웅진주니어,2021-06-18,10000,9000,어린이,3-4학년,어린이,5-6학년,"""어쩌면 그렇게 친구가 되고 싶은 마음이었나 보다.""하나의 사건, 세 사람의 이야기.우리는 서로 이해할 수 있을까?누구에게나 다정하고 인기 많은 반장 고효민, 갑자기 어려워진 집안 형편으로 마음에 그늘이 진 임수현, 부족한 것 하나 없지만 무엇에서든 1등이 아니면 불안한 강주목.같은 반이지만 각자의 이유로 서로 거리를 두던 세 아이는 강주목의 생일 파티에서 지갑이 사라지고, 고효민이 도둑으로 의심받으면서 얽히게 된다."
116992687,123,돈은 좋지만 재테크는 겁나는 너에게,뿅글이 저,황금부엉이,2023-02-01,16500,14850,경제 경영,투자/재테크,에세이,한국 에세이,"주도적인 삶과 행복을 위해 재테크를 시작한 유튜버 뿅글이가 건강하게 돈을 모으고 불리는 노하우를 담은 책이다. 무조건 아끼고 쓰지 않는 소비가 아닌 효율적으로 쓰고 저축하는 방법부터 N잡, 주식, 부동산 등 다양한 재테크 비법을 20대의 눈높이에 맞게 설명하고 있다. - 경제경영 MD 김상근                                                     ""주변 사람들과 지금의 나를 비교할 필요는 없어요.여러분의 재테크 여정에 함께 할게요.""16만 구독자가 닮고 싶어 하는 ‘뿅글이’의 첫 번째 재테크 에세이!재테크로 고민하는 Z세대에게 전하는 따스한 위로와 응원재테크에 관한 진정성 있는 따뜻한 조언으로 Z세대의 마음을 사로잡은 유튜브 크리에이터 뿅글이. 다양한 재테크 노하우와 뿅글이의 성장 이야기를 담은 첫 책이 드디어 출간되었다. 뿅글이 채널의 영상에는 “뿅글님 영상은 늘 배울 게 많아요”, “항상 좋은 자극 많이 받고 가네요”라는 댓글들로 가득하다. 많은 이들이 그녀의 똑 부러지는 모습을 보고 동기부여를 받지만, 누구에게나 힘든 시기가 있듯이 저자에게도 힘든 시간이 있었다. 이 책은 그 길을 지나온 저자가 비슷한 시기에 비슷한 돈 고민을 하는 사회초년생들의 지친 마음을 위로하며, 재미있게 돈 모으고 불리는 뿅글이만의 노하우를 전한다. 그동안 영상으로는 담아내지 못했던 ‘가장 효율적인 예산 세우는 법’, ‘SNS를 통해 나를 브랜딩하는 법’, ‘부동산 임장을 취미로 만드는 법’까지 아낌없이 담았다.수많은 재테크 크리에이터 사이에서 특히 Z세대가 뿅글이의 이야기에 집중하는 이유는 무엇일까? 그것은 목적 없이 무조건 하는 재테크가 아니라, 오랜 시간 지치지 않고 지속하는 방법을 정확하게 이야기하기 때문이다. 누군가는 ‘재테크’를 떠올리면 ‘힘들고 어려운 것’이라 생각할지 모른다. 하지만 재테크는 당장 해치워야 할 숙제가 아니라 그저 행복한 삶을 위해 필요한 과정이 되어야 한다. 그 과정을 즐겁게 하는 방법 역시 분명히 있다고 저자는 말한다. 지금까지 저자가 해왔듯이 말이다. 그뿐만 아니라 곳곳에 따뜻한 일러스트가 더해져 나만 뒤처지는 것 같아 불안, 초조했던 마음에서 벗어날 따스한 힘을 얻는다. 『돈은 좋지만 재테크는 겁나는 너에게』는 재테크를 어디서부터 어떻게 해야 할지 몰라 헤맸던 모든 이를 응원하며 당신도 할 수 있다는 확신을 심어줄 것이다."
117662568,124,최애의 아이 9 ,아카사카 아카 글/요코야리 멘고 그림,대원,2023-02-27,6000,5400,만화/라이트노벨,로맨스,,,MV촬영을 위해 방문환 신화의 땅 타카치호에서 루비는 아이를 죽인 범인이 2인조라는 사실을 알게된다. 그 중 한명은 지금도 뻔뻔히 살아있다는 것을 용서하지 못하고 자기 손으로 죽이겠다고 다짐한다. 그리고 반년이 흘러 각자의 활동에 큰 변화가 생기 시작하는 제 7장 중견편 시동!!
17352,125,동물농장,조지 오웰 저/도정일 역,민음사,2001-02-28,8000,7200,소설/시/희곡,영미소설,,,"동물농장“모든 동물은 평등하다.그러나 어떤 동물은 다른 동물들보다 더 평등하다.” 20세기 영미 문학의 가장 중요한 작가 조지 오웰정치권력을 부패시키는 근본적 위험과 모순에 대한 빼어난 우화문학의 사회 비판적 역할에 대한 고민이 담긴 위대한 풍자소설우화 형식으로 당대의 정치적 현실을 날카롭게 묘파한 『동물농장』은 『1984』, 『카탈로니아 찬가』와 함께 조지 오웰이 47세의 나이로 갑작스레 사망하기 전 짧은 작가 생활 동안 남긴 영국 문학의 위대한 결실이다. 이 작품이 영국에서 처음 출간된 것은 2차 세계 대전이 갓 끝난 1945년이었다. 소련과 사회주의에 민감하던 세계 정치적 분위기에서 이 작품은 처음엔 거의 모든 출판사에서 출판을 거절할 정도로 홀대받았으나, 그의 전작 『카탈로니아 찬가』를 출간했던 섹커 앤드 와버그 출판사의 결정으로 겨우 출간에 이를 수 있었다. 사실상 전시(戰時)나 다름없던 무렵 『동물농장』은 출간되자마자 초판 4500부가 매진되고 재쇄를 거듭한 끝에 영국과 미국 모두에서 베스트셀러가 되었다. 그 이후 70여 년이 훌쩍 지난 지금까지 『동물농장』의 판매량은 세계적으로 1천만 부 이상을 넘은 것으로 알려져 있다.조지 오웰은 『동물농장』에서 인간의 속박에서 벗어나 혁명을 이루고 이상 사회를 건설한 동물 공동체가 변질되는 모습을 통해 구소련의 역사를 재현하며 스탈린 독재 체제를 강도 높게 비판한다. 작중 여러 등장인물 중 인간 주인인 존즈는 러시아 황제 니콜라스 2세를, 혁명을 호소하는 늙은 메이저는 마르크스를, 독재자 나폴레옹은 스탈린을, 나폴레옹에게 축출당하는 스노볼은 트로츠키를 상징한다. 또한 이야기 속에 등장하는 ‘동물학살’과 ‘외양간 전투’ 역시 각기 스탈린 시대의 대숙청과 연합군 침공 등으로 연결된다. 혁명이 성공한 후에 어떻게 변질되고, 권력을 잡은 지도자들이 어떻게 국민을 속이고 핍박하는지를 면밀히 그린 이 우화는 특정한 시대에만 한정되어 읽히지 않는다. 이 작품은 인류가 사회를 이루고 살 때부터 벌어진 ‘독재’를 함축적인 등장인물과 사건을 통해 그려내어 지금까지도 유효한 풍자를 담고 있으며, 그렇기에 조지 오웰이 지닌 사회비판적 문학의 역량이 여실히 드러나는 작품이다."
